V1,A.S. President,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - CCS,Collegiate Senator - CCS,Collegiate Senator - CCS,Collegiate Senator - Engineering,Collegiate Senator - Engineering,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. University Owned Off Campus
ResponseID,Alejandra Melgoza - Independent,Austin Hechler - Campus United,Jose Magana - Peer Action Coalition (PAC),Write-In,Write-In-TEXT,Write-In,Write-In-TEXT,Write-In,Write-In-TEXT,Ashcon Minoiefar - Campus United,Neha Nayak - Campus United,Stevan Abdalmalik - The Response,Victor Garcia - Peer Action Coalition (PAC),"Josephine ""Josie"" Ampaw - Independent",Cameron Demille - Peer Action Coalition (PAC),"Felipe ""Flippy"" Recinos Quant - The Response","Williams ""Willie"" Roman - The Response",Marjan Abubo - The Response,Alexander Giolito - Campus United,Tamar Barlev - Campus United,Jasmine Sandhu - Campus United,Kimberly Fuentes Carrillo - Peer Action Coalition (PAC),Steven Kwok - Peer Action Coalition (PAC),"Richard ""Rick"" Zierer - Peer Action Coalition (PAC)","Emanuel ""Manny"" Suarez Jimenez - Queer and Trans Student Body (QuTSB)",Ezra Kosviner - Campus United,"Jordan ""Robeman"" Mitchell - The Response",Adam Tabor - Peer Action Coalition (PAC),"Matthew ""Matt"" Greenberg - Campus United",Kelvin Campos - Peer Action Coalition (PAC),"Jonathan ""Jonathan Lopez"" Lopez - The Response",Jesse Velasquez - The Response,Leanna Lugo - The Response,Luvia Solis-Barraza - The Response,Maria Hoang - The Response,Reilly Hobson - Campus United,Bianca Fernandez - Campus United,Elias Jordan - Campus United,Cole Marting - Campus United,"Steven ""Digy"" Stovall - Campus United",Patrick Dohoney - Campus United,Rebecca Yadegari - Campus United,Batsheva Stoll - Campus United,"Izabella ""Izzy"" Kipnis - Campus United",Hannah Ellenhorn - Campus United,Ashley Selki - Campus United,Cole Hyatt - The Response,Joel Ruiz - Peer Action Coalition (PAC),Hien Mai - The Response,Sophia Dycaico - Peer Action Coalition (PAC),Sebastian Rubio Ruiz - Peer Action Coalition (PAC),Aaron Hendizadeh - Campus United,Marisol Hernandez - Peer Action Coalition (PAC),Juliano Pula - Peer Action Coalition (PAC),Lesly Silva - The Response,"Bryan ""Bryan"" Samayoa-Velasquez - Campus United","Kuvimbanashe ""Eddy"" Chikukwa - Peer Action Coalition (PAC)","Kou ""KO"" Collins - Peer Action Coalition (PAC)",Conor Collins - Peer Action Coalition (PAC),Unique Vance - The Response,"Yanira ""Jenny"" Flores - The Response",Deanna Nguyen - Campus United,"Sabrina ""Sabrina"" Divin - Peer Action Coalition (PAC)"
R_00000000000762,,1,,1,Natalie Jordan,,,,,1,1,,,1,,,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000000763,1,3,2,1,Stephanie Fedoroff,2,Alexandra Murphy,3,Jessica Calixto,1,1,3,2,1,,,,,,,,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,,5,,,
R_00000000000764,1,3,2,,,,,,,1,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000765,,1,,1,Natalie Jordan,,,,,1,1,,,1,,,,,2,1,3,,,,4,,,,,,,,,,,4,5,6,7,1,8,9,13,12,11,10,,,,2,,14,,,,,,,,,,,
R_00000000000766,1,3,2,1,Manushi Yapabandara,,,,,1,,1,,1,,4,3,2,,,,,,,1,,,,,,1,4,2,5,6,,,,,,,,,,,,9,7,8,10,11,,12,13,,,,,,,,,
R_00000000000767,3,1,2,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000768,2,1,3,,,,,,,1,1,2,3,1,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,2,4,,,
R_00000000000769,3,1,2,1,Natalie Jordan,,,,,1,1,3,2,1,,,,,1,3,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,5,4,,,,
R_00000000000770,1,2,3,2,Natalie Jordan,1,Manushi Yapabandara,,,1,3,1,2,1,,,,,,,,,1,,,,,,,,,,,,,,,4,6,,2,,,,,1,,,,,,,,5,,,,,,,,,
R_00000000000771,2,1,3,1,Natalie Jordan,,,,,1,1,2,3,1,,4,,,2,3,1,,,,,,,,,,,,,,,,,,,1,2,4,5,6,7,8,9,10,11,12,13,14,,,,,,,,,,,
R_00000000000772,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000773,2,3,1,,,,,,,1,1,3,2,1,,,3,,2,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,5,,3,,,
R_00000000000774,1,3,2,,,,,,,,3,1,2,1,,3,2,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2
R_00000000000775,2,3,1,,,,,,,1,3,1,2,1,,1,2,3,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2
R_00000000000776,3,1,2,1,Natalie Jordan,,,,,1,1,2,3,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000777,,1,,,Natalie Jordan,,,,,1,1,,,,,,,,2,1,3,,,,4,,,,,,,,,,,6,10,5,1,14,7,8,2,9,4,11,,,,,,12,,13,,,,,,,,,
R_00000000000778,,1,,,,,,,,1,1,,,,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000000779,,1,,1,Natalie Jordan,,,,,1,1,,,1,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000000780,,1,,1,Natalie Jordan ,,,,,1,1,,,,,,,,2,1,3,,,,4,,,,,,,,,,,2,4,5,6,7,1,8,9,10,11,13,,,,,,12,,14,,,,,,,,,
R_00000000000781,3,1,2,,,,,,,1,1,3,2,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
R_00000000000782,2,1,3,,,,,,,1,1,3,2,,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
R_00000000000783,,1,,,,,,,,1,1,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
R_00000000000784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000785,3,1,2,,,,,,,1,1,2,3,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,4,5,,,,
R_00000000000786,2,1,3,1,Arya Stark,2,Hodor,3,"Daenerys of House Targaryen, the First of Her Name Queen of Meereen Queen of the Andals, the Rhoynar and the First Men Lady Regnant of the Seven Kingdoms Protector of the Realm Khaleesi of the Great Grass Sea Breaker of Chains Mother of Dragons",,2,1,3,,,4,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,,,,,,
R_00000000000787,3,1,2,,,,,,,1,1,3,2,1,2,,,,,4,3,,,,1,,,,,,,,14,13,5,11,6,7,,,,8,12,2,4,1,,,,9,,,10,,,,,,,,,,
R_00000000000788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000789,2,1,3,1,Alex Burrow,2,Matthew Hughes,3,Roberto Stevens ,1,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,7,,,6,1,8,2,4,5,,,,,,,,,,,,,,,,,
R_00000000000790,2,1,3,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
R_00000000000791,,1,,1,Natalie Jordan,,,,,,1,,,,,,,,2,3,1,,4,,,,,,,,,,,,,10,5,7,8,4,11,6,13,12,1,9,,,,,,2,,,,,,,,,,,
R_00000000000792,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000793,3,1,2,,,,,,,,1,2,3,,,,,,4,1,2,,,3,,,,,,,,,,,,9,14,4,5,13,6,8,7,10,1,12,,,,,,11,,2,,,,,,,,,
R_00000000000794,,1,,1,Natalie Jordan,,,,,1,1,,,,,,,,3,2,1,,,,,,,,,,,,,,,13,12,11,10,1,7,8,2,9,4,5,,,,,,6,,,,,,,,,,,
R_00000000000795,3,2,1,,,,,,,1,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
R_00000000000796,3,1,2,,,,,,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,5,,,,6,2,4,,,7,8,9,10,11,,,,,,,,,
R_00000000000797,3,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000798,,1,,,,,,,,1,1,,,,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000000799,,,1,1,Natalie Jordan,2,Manushi Yapabandara,,,1,3,1,2,1,1,,,2,,,,,3,,,,,,,,,,,,6,,,11,5,,,,2,4,7,13,1,8,9,,,12,,10,,,,,,,,,
R_00000000000800,3,1,2,1,Isaih Rendon,,,,,1,1,3,2,1,4,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,,5,4,,,
R_00000000000801,,1,,1,Natalie Jordan,,,,,1,1,,,,,,,,2,1,,,,,,,,,,,,,,,,4,5,6,7,8,1,9,10,11,12,13,,,,,,2,,,,,,,,,,,
R_00000000000802,2,1,3,1,Donald Trump,2,Pedro,3,Stephen Hawking,1,1,2,3,1,4,,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
R_00000000000803,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,8,,,,,,9,,,,1,,,,4,,,2,,,5,,,,,,,,,,
R_00000000000804,2,1,3,1,Natalie Jordan,,,,,1,1,3,2,,,,,,3,1,2,,,,,,,,,,,,,,,,1,6,7,8,9,10,4,,2,,,,,,,5,,,,,,,,,,,
R_00000000000805,1,3,2,,,,,,,1,3,1,2,1,,4,,,,,,2,1,3,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
R_00000000000806,3,1,2,,Natalie Jordan,,,,,1,1,3,2,1,4,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,4,5,,,,
R_00000000000807,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000808,3,2,1,1,Kanye West,,,,,1,3,1,2,1,1,,,,,2,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3
R_00000000000809,3,2,1,,,,,,,1,1,3,2,1,,,,,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000000810,1,2,3,1,Daniel Zepeda,,,,,1,1,2,3,1,,2,4,,1,,,,,,3,,,,,,,7,,1,2,4,12,,,9,,8,,14,6,,5,,,11,,,10,13,,,,,,,,,
R_00000000000811,1,3,2,1,Manushi Yapabandara,,,,,,3,1,2,1,,3,,1,,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2
R_00000000000812,,1,,,,,,,,,1,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000813,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000000814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
R_00000000000815,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
R_00000000000816,,,,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
R_00000000000818,1,2,3,,,,,,,1,3,1,2,1,,4,2,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,3,5,1,,,
R_00000000000819,3,1,2,1,Ariel Dankner ,,,,,1,1,,,,,,,,3,1,2,,,,,,,,,,,,,,,13,12,11,10,9,7,6,5,8,2,1,,,,,,4,,,,,,,,,,,
R_00000000000820,,,,1,Natalie Jordan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,
R_00000000000821,2,3,1,1,alejandra melgoz,2,austin hechler,,,1,2,1,3,1,2,,4,,,,,3,,1,,,,,,,4,5,6,7,,8,9,10,11,12,13,,,,,,,14,1,,,,,2,,,,,,,,,
R_00000000000822,1,3,2,,,,,,,1,3,1,2,,,2,3,4,,1,,,,,,,,,,,1,,2,4,8,,,,11,5,7,6,,,10,9,,12,14,,,,,13,,,,,,,,,
R_00000000000823,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,
R_00000000000824,2,1,3,1,Natalie Jordan,,,,,1,1,,,1,,,3,,1,2,,,,4,,,,,,,,,6,12,,,5,4,2,9,13,10,1,,,,7,,11,,,8,,14,,,,,,,,,
R_00000000000825,,1,,1,Natalie Jordan,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,1,,,,,,,,,,,
R_00000000000826,1,3,2,1,Manushi Yapabandara,,,,,1,3,1,2,1,,,,1,,,,,,,,,,,,,7,6,5,4,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
R_00000000000827,,1,,1,Maya Rao,,,,,1,1,3,2,1,,,,,2,3,1,,,,,,,,,,,,,,,,,5,,4,,,,,2,6,1,,,,,,,,,,,,,,,,
R_00000000000828,,1,,1,Natalie Jordan,,,,,1,1,,,1,,,,,3,1,2,,,,,,,,,,,,,,,13,5,1,10,2,8,11,4,7,9,6,,,,,,12,,,,,,,,,,,
R_00000000000829,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
R_00000000000830,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000831,,1,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000000832,2,1,3,,,,,,,1,1,,,1,,,,,1,3,2,,,,,,,,,,,,,,,1,2,4,5,6,7,8,9,10,11,12,,,,,,13,,,,,,,,,,,
R_00000000000833,,1,,,,,,,,1,1,,,,,,,,2,1,3,,,,,,,,,,,,,,,4,13,12,11,10,9,8,7,6,5,2,,,,,,1,,,,,,,,,,,
R_00000000000834,,,1,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000000835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000836,1,2,3,2,Rohan Malpure,1,Manushi Yapabandara,,,1,1,2,3,1,,,,,,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2
R_00000000000837,2,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
R_00000000000838,2,1,3,,Daniel Lifton ,,Gadiel Cohen ,,Justin Farajzadeh,1,1,2,3,1,,,,,,,,,,,,1,2,3,,,,,,,14,7,8,6,12,9,13,5,2,11,4,10,,,,,,1,,,,,,,,,,,
R_00000000000839,3,2,1,1,Manushi Yapabandara,,,,,1,1,3,2,1,,,,1,,,,4,2,3,,,,,,,,,,,,,,,,,,,,1,,,,2,,4,5,,,,,,,,,,,,
R_00000000000840,1,3,2,,,,,,,1,3,2,1,1,,4,2,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,5,3,,,,
R_00000000000841,3,1,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
R_00000000000842,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
R_00000000000843,2,1,3,1,Natalie Jordan,,,,,1,1,,,1,,,,,2,3,1,4,,,,,,,,,,,,,,11,2,,1,,4,5,6,7,8,9,,,,,,10,,,,,,,,,,,
R_00000000000844,2,1,3,,,,,,,1,1,2,3,1,,,,,3,1,2,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000000845,1,3,2,,,,,,,1,3,1,2,1,,3,2,1,,,,,4,,,,,,,,1,2,4,5,6,14,,,,,,,,,,,7,9,8,10,11,,12,13,,,,,,,,,
R_00000000000846,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000847,2,1,3,1,Natalie Jordan,,,,,1,1,3,2,1,,,,,3,2,1,,4,,,,,,,,,,,,,8,9,10,11,12,6,7,5,,2,1,,,,,,4,,,,,,,,,,,
R_00000000000848,3,1,2,1,Jose Magana,,,,,1,3,1,2,1,,2,4,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,3,5,4,,,
R_00000000000849,,1,,1,Natalie Jordan,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
R_00000000000850,2,1,3,1,Natalie Jordan,,,,,1,1,,2,1,,,,,3,1,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000000851,1,2,3,1,Alejandra Melgoza ,2,Austin Hechler ,3,Jose Magana,1,1,2,3,1,,,,,,2,4,,,3,1,,,,,,,,,,,11,,10,,5,,9,4,6,2,12,,,7,14,8,,1,13,,,,,,,,,
R_00000000000852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000853,2,1,3,,,,,,,1,3,1,2,,,,,,1,2,,,,,3,,,,,,,,,,2,,,,,1,,,,,,4,,,,,5,,,,,,,,,,,,
R_00000000000854,3,1,2,1,Natalie Jordan,,,,,1,1,2,3,1,,,,,2,1,3,,4,,,,,,,,,,,,,5,6,7,8,9,10,11,4,1,12,13,,,14,,,2,,,,,,,,,,,
R_00000000000855,2,1,3,1,Natalie Jordan ,,,,,1,1,2,3,1,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000000856,2,3,1,1,Manushi Yapabandara ,,,,,,3,1,2,1,,2,3,1,,,,,,,,,,,,,4,5,6,1,7,,,,,,,,,,,,8,,2,,,,,,,,,,,,,,
R_00000000000857,1,,,,,,,,,1,,,,1,,1,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000858,2,3,1,1,Natalie Jordan,,,,,1,2,3,1,1,,2,1,,,,,4,,,3,,,,,,,,,,,,,,,5,4,,,,2,1,,,,,,,,,,,,,,,,,
R_00000000000859,2,1,3,,,,,,,1,1,2,3,1,,,,,1,2,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000860,3,1,2,,,,,,,1,3,1,2,1,,,,,1,,2,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,,2,3,,,
R_00000000000861,,1,,1,Natalie Jordan,,,,,1,1,,,,,,,,1,2,3,,,,4,,,,,,14,,,,,2,4,1,5,6,7,8,9,10,11,12,,,,,,13,,,,,,,,,,,
R_00000000000862,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000863,,1,,,,,,,,,1,,,,,,,,3,1,2,,,,,,,,,,,,,,,5,13,10,11,12,9,2,4,7,6,1,,,,,,8,,,,,,,,,,,
R_00000000000864,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000000865,3,2,1,,,,,,,1,3,1,2,1,1,,3,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,5,,4,,,
R_00000000000866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000867,3,2,1,1,Jose Magana,2,Austin Hechler,3,Alejandra Melgoza,1,2,1,3,1,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,3,2,,,,
R_00000000000868,3,1,2,,,,,,,1,1,3,2,1,,,,4,1,2,3,,,,,,,,,,,,,,14,5,4,2,1,6,7,8,9,10,11,12,,,,,,13,,,,,,,,,,,
R_00000000000869,2,1,3,1,Natalie Jordan,,,,,1,1,3,2,1,,,,,2,3,1,,,4,,,,,,,,,,,,1,2,4,5,6,7,8,9,10,11,12,,,,,,13,,,,,,,,,,,
R_00000000000870,1,,2,,,,,,,,,1,2,1,,3,2,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2
R_00000000000871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000872,2,1,3,,,,,,,1,1,,,1,,,,,2,3,1,,,,,,,,,,,,,,,,,1,,,2,4,,5,6,7,,,,,,,,,,,,,,,,,
R_00000000000873,2,1,3,1,Natalie Jordan,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000874,3,1,2,,,,,,,1,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,
R_00000000000875,,1,,1,Natalie Jordan,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000000876,3,1,2,1,Natalie Jordan,,,,,1,1,3,2,1,,,,,2,3,1,,,,4,,,,,,,,,,,12,13,1,2,4,5,6,7,8,9,10,,,,,,11,,14,,,,,,,,,
R_00000000000877,2,1,3,1,Natalie Jordan,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000878,,,,1,Natalie Jordan,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000880,1,2,3,,,,,,,1,1,2,3,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,
R_00000000000881,,1,,1,Natalie Jordan,,,,,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000882,3,1,2,,,,,,,1,1,3,2,1,,,,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,4,5,,,,
R_00000000000883,3,1,2,,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,4,,,,,,1,,,,,,,,,,,
R_00000000000884,3,1,2,,,,,,,1,1,2,3,1,,,,,1,3,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3
R_00000000000885,1,3,2,,,,,,,,3,1,2,,,3,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,4,5,2,,,
R_00000000000886,3,2,1,1,Austin Hechler ,,,,,1,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,2,,,,
R_00000000000887,,1,,1,Natalie Jordan,,,,,1,1,,,,,,,,3,1,2,,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,,2,,,,,,,,,,,
R_00000000000888,3,2,1,1,Norbert Shao,,,,,1,2,1,3,1,4,,1,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
R_00000000000889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000890,3,1,2,,,,,,,1,1,3,2,1,,,,,2,3,1,,,,,,,,,,,,,,,12,4,8,7,6,2,,5,9,10,11,,,,,,1,,,,,,,,,,,
R_00000000000891,3,1,2,1,Nathalie Jordan,,,,,1,,2,1,1,,,,,,,,,1,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000000893,3,1,2,1,Natalie Jordan,,,,,1,1,3,2,1,,,,,3,1,2,,,4,,,,,,,,,,,,2,1,5,4,8,9,10,11,12,13,6,14,,,,,7,,,,,,,,,,,
R_00000000000894,,,,1,Cole Marting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000000895,2,1,3,,,,,,,1,1,2,3,,,,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000000896,2,1,3,,,,,,,,1,2,3,,,,,,1,3,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,,,
