ResponseId,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,A.S. Student Advocate General,Collegiate Senator - Engineering,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. Transfer Senator,A.S. Transfer Senator
Response ID,Brooke Kopel - Campus United,"Justice ""For All"" Dumlao - Isla Vista Party",Anthony Pimentel - Campus United,Steven Ho - Isla Vista Party,Jeike Meijer - Isla Vista Party,Sophia Dycaico - Campus United,Madeline Loudon - Campus United,Mayela Morales - Isla Vista Party,"Grecia ""grec"" Martinez - Independent",Rose Ettleson - Independent,Alex Funk - Campus United,"Allison ""Alli"" Adam - Campus United",Emily Quach - Campus United,Gabriella Shofet - Campus United,"Joshua ""Josh"" Takeuchi - Campus United","Ricardo ""Ricky"" Uribe - Isla Vista Party","Xochitl ""Xo"" Briseno - Isla Vista Party",Adam Chohan - Campus United,"Alexander ""Alex"" Young - Campus United","Alexis ""Lexi"" Bettencourt - Campus United","Amy ""Amy"" Zhou - Campus United",Andrew Nguyen - Campus United,Ashley Ng - Isla Vista Party,Carla Cernat - Campus United,Christian Ornelas - Isla Vista Party,Dallin Mello - Isla Vista Party,"Diego ""D"" Cobos - Isla Vista Party","Gabriel ""Gabe"" Etaat - Isla Vista Party","Jalia ""Jolly"" Carlton-Carew - Isla Vista Party",Jasmine Palmerin - Isla Vista Party,"Mordi ""Mordi"" Shadpour - Campus United",Nicole Estess - Campus United,"Rafael ""Rafa"" Cornejo - Isla Vista Party",Ryan Clark - Isla Vista Party,"Salvador ""Sal"" Hernandez Arellano - Isla Vista Party",Sarah Eizner - Campus United,Sydney Karmes-Wainer - Campus United,Yara Khamis - Campus United,Zachary Zeising - Campus United,Diego Reyes - Isla Vista Party,Eric Moon - Campus United,"Joel ""Joey"" Medina - Isla Vista Party",Lea Toubian - Campus United,Melissa Perez - Isla Vista Party,Sam Melamed - Campus United,Yasamin Salari - Isla Vista Party,Yash Nagpal - Campus United,Zion Solomon - Isla Vista Party,Anthony Hernandez - Campus United,Vanessa Maldonado - Isla Vista Party,Juan Ornelas - Isla Vista Party,Nima Bencohen - Campus United
R_00000000002428,1,2,1,2,2,1,2,1,2,1,,,2,,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002429,,1,,1,1,,,1,1,2,,,4,,3,2,1,3,11,,,,1,,4,,10,6,9,2,,,7,5,8,,12,,,,,,,,,,,,,,,
R_00000000002430,2,1,2,1,1,2,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,3,,4,,,,
R_00000000002431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002432,2,1,2,1,1,2,2,1,1,,,,3,4,,1,2,,,12,,11,3,,8,7,9,5,6,2,,,1,10,4,,,,,,,,,,,,,,,,,
R_00000000002433,,1,,1,1,,,1,1,,,,,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,3,,,4,2,,1,5,,,,,
R_00000000002434,2,1,1,2,2,1,1,2,1,2,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002435,,1,,1,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000002436,1,2,2,1,2,1,1,2,1,2,,1,,,2,4,3,,,,,,,,,,,,,,,,,,,,,,,2,3,5,,,,,1,4,,,,
R_00000000002437,1,2,1,2,2,1,2,1,1,2,,2,3,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2
R_00000000002438,2,1,2,1,1,2,2,1,1,2,,,,3,4,2,1,12,,10,,11,6,9,7,3,5,2,4,8,,,1,,,,,,,,,,,,,,,,,,1,2
R_00000000002439,,,2,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
R_00000000002440,,,2,1,1,2,2,1,2,1,,,3,,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,4,,1,,,,
R_00000000002441,2,1,1,2,1,2,2,1,1,2,,3,1,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,5,4,1,3,,,,
R_00000000002442,2,1,2,1,1,2,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,1,,2,,4,,,,
R_00000000002443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002445,2,1,2,1,1,2,2,1,1,2,,,4,,3,1,2,,11,12,,,9,,7,4,5,10,1,8,,2,3,,6,,,,,,,,,,,,,,,,,
R_00000000002446,2,1,2,1,1,2,2,1,2,1,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,
R_00000000002447,2,1,1,2,1,2,1,2,2,1,,3,2,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,4,,5,,2,1,3,,,,,
R_00000000002448,2,1,2,1,1,2,2,1,1,2,,,,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,4,,2,,1,,5,,3,,,,
R_00000000002449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002451,1,2,1,2,2,1,1,2,2,1,,1,,4,,3,2,7,2,,4,6,,,8,,,,,,11,9,1,12,,,5,10,3,,,,,,,,,,,,2,1
R_00000000002452,,1,,1,1,,,1,,,,,,,,2,1,,,,,,5,,4,3,2,6,7,8,,,1,,9,,,,,,,,,,,,,,,,,
R_00000000002453,1,2,2,1,1,2,1,2,1,2,,4,2,,,1,3,11,,,,,4,,3,5,10,6,7,9,,,1,8,2,,,12,,,,,,,,,,,,,,
R_00000000002454,2,1,2,1,1,2,2,1,,,,,,,,2,1,,,,,,4,,3,9,7,8,10,2,,,6,1,5,,,,,,,,,,,,,,,,,
R_00000000002455,2,1,2,1,1,2,2,1,1,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,
R_00000000002456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002457,2,1,2,1,1,2,2,1,1,2,,,,,,2,1,,,,,,6,,5,,8,7,4,3,,,2,,1,,,,,,,,,,,,,,,,,
R_00000000002458,1,,1,,,1,1,2,1,2,,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
R_00000000002459,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002460,2,1,1,2,2,1,2,1,1,2,,,3,,2,1,4,,,,,,,,,,,,,,,,,,,,,,,3,5,1,,2,,,4,,,,,
R_00000000002461,2,1,,1,1,,,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
R_00000000002462,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
R_00000000002463,,,,,,,,,,,,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,1,2,4,3,,,,
R_00000000002464,1,2,2,1,2,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002465,1,,,1,1,,,1,1,,,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
R_00000000002466,,1,,1,1,,,1,1,,,,,,,2,1,,,,,,3,,9,6,5,10,2,1,,,7,4,8,,,,,,,,,,,,,,,,,
R_00000000002467,,1,,,1,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002468,1,,1,,1,,1,,1,,,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
R_00000000002469,1,2,1,2,2,1,1,2,2,1,,,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,2,3,,4,,5,,1,,,,,
R_00000000002470,1,2,2,1,1,2,1,2,,,,,2,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,5,1,,4,,,,
R_00000000002471,1,,1,,,1,1,,,1,,4,1,3,2,,,7,4,9,2,1,,3,,,,,,,6,10,,,,12,8,5,11,,,,,,,,,,,,,
R_00000000002472,1,2,2,1,2,1,2,1,1,2,,2,1,3,,,4,,,3,,,12,4,,10,,,8,,11,9,5,7,,,6,2,1,,,,,,,,,,,,,
R_00000000002473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
R_00000000002474,1,2,2,1,1,2,2,1,1,2,,4,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,5,,1,4,,,,,
R_00000000002475,1,2,2,1,2,1,2,1,1,2,,3,1,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,2,,,,5,,,,
R_00000000002476,1,2,2,1,1,2,2,1,1,2,,3,,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
R_00000000002477,1,2,1,2,2,1,1,2,1,2,,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,4,,1,,,,,
R_00000000002478,1,,1,,,1,1,,,1,,2,3,4,1,,,,,,,,,,,,,,,,,1,,,,2,,,3,,,,,,,,,,,,,1
R_00000000002479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
R_00000000002480,1,2,1,2,2,1,1,2,1,2,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
R_00000000002481,1,2,1,2,2,1,1,2,2,1,,3,1,4,2,,,1,9,5,,11,8,3,,,,,,,,7,6,,,4,2,12,10,,,,,,,,,,,,,
R_00000000002482,1,2,1,2,2,1,1,2,2,1,,3,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,2,,5,3,,,,,
R_00000000002483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
R_00000000002484,1,2,2,1,1,2,2,1,2,1,,,,,,1,2,,,,,,8,,7,4,2,3,1,9,,,5,,6,,,,,,,,,,,,,,,,,
R_00000000002485,2,1,2,1,1,2,2,1,1,2,,3,,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,3,5,2,,,,
R_00000000002486,1,2,1,2,2,1,1,2,2,1,,2,4,1,3,,,2,11,12,7,1,,6,,,,,,,10,4,,,,5,8,9,3,,,,,,,,,,,,,
R_00000000002487,1,2,1,2,1,2,2,1,1,2,,3,1,2,4,,,,7,5,1,4,,11,,,,,10,12,8,9,,,,2,3,,6,,,,,,,,,,,,,
R_00000000002488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002489,1,2,,,1,2,2,1,1,2,,1,2,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,1,5,4,,,,
R_00000000002490,1,,1,,,1,1,,,1,1,,,,,,,12,1,9,11,3,,7,,,,,,,6,5,,,,8,2,10,4,,,,,,,,,,,,,
R_00000000002491,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002492,1,2,1,2,1,2,1,2,2,1,,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,3,,4,,2,,,,,
R_00000000002493,2,1,2,1,1,,2,1,,,,,,3,4,2,1,,,,,,1,,,,3,,,,,,,2,4,,,,,,,,,,,,,,,,,
R_00000000002494,1,2,1,2,2,1,1,2,2,1,,4,3,2,1,,,,,1,4,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
R_00000000002495,2,1,2,1,1,2,2,1,2,1,,,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,1,,5,,2,,,,
R_00000000002496,1,,,1,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
R_00000000002497,2,1,2,1,1,2,1,2,1,2,,2,,3,,4,1,,,,,,,,,,,,,,,,,,,,,,,,5,4,,2,,1,,3,,,,
R_00000000002498,1,2,1,2,2,1,1,2,1,2,,3,1,4,2,,,7,8,12,6,2,,1,,,,,,,10,9,,,,5,11,3,4,,,,,,,,,,,,2,1
R_00000000002499,2,1,2,1,1,2,2,1,2,1,,,,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,4,,1,,,,
R_00000000002500,1,2,,,2,1,,,2,1,,3,4,2,1,,,,,,,,,,,,,,,,3,4,,,,2,1,,,,,,,,,,,,,,,
R_00000000002501,1,2,1,2,2,1,1,2,1,2,,4,,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,5,,,3,2,,,1,4,,,,
R_00000000002502,1,2,1,2,2,1,1,2,1,2,,2,,,1,,,4,,,,,,,,,,,,,1,3,,,,2,,,,,,,,,,,,,,,,
R_00000000002503,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
R_00000000002504,2,1,2,1,1,2,2,1,,1,,4,3,,,1,2,,,,,11,8,,6,3,4,2,9,7,12,,10,1,5,,,,,,,,,,,,,,,,,
R_00000000002505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002507,2,1,2,1,1,2,2,1,1,2,,4,,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,4,,3,,1,,2,,5,,,,
R_00000000002508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
R_00000000002509,1,2,1,2,2,1,1,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002510,1,2,2,1,1,2,2,1,1,2,,4,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,5,2,3,,,,
R_00000000002511,2,1,2,1,1,2,2,1,1,2,,,,3,4,2,1,,,,11,,4,,6,5,8,7,10,3,,,1,9,2,,,,12,,,,,,,,,,,,,
R_00000000002512,1,2,1,2,2,1,2,1,1,2,,1,3,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,1,,,2,,,,
R_00000000002513,2,1,2,1,1,2,2,1,1,2,,3,,,4,1,2,,,,,,,,,,,,,,,,,,,,,,,5,,1,,3,,4,,2,,,,
R_00000000002514,2,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002515,1,2,2,1,2,1,1,2,1,2,,2,1,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,,2,1,5,,,,
R_00000000002516,1,2,2,1,1,2,1,2,,,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
R_00000000002517,,1,,1,1,,1,,1,,,,,1,,,,,,,,,,,,2,,,,,,,1,,3,,,,,,,,,,,,,,,,,
R_00000000002518,2,1,2,1,2,1,2,1,2,1,,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,,5,1,3,,,,,
R_00000000002519,,1,,1,1,,,1,,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,2,,4,,5,,3,,1,,,,
R_00000000002520,1,2,1,2,2,1,1,2,1,2,,1,4,2,3,,,2,,5,,6,,8,,,,,,,7,3,,,,10,9,1,4,,,,,,,,,,,,,
R_00000000002521,1,,,,2,1,1,2,2,1,,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,
R_00000000002522,2,1,,,1,2,1,2,2,1,,,1,,4,2,3,,,,,,,,,,,,,,,,,,,,,,,2,,3,1,4,,,,5,,,,
R_00000000002523,2,1,2,1,1,2,2,1,1,2,,,,,,1,2,,,,,,4,,3,6,9,1,,5,,,8,2,7,,,,,,,,,,,,,,,,,
R_00000000002524,1,2,1,2,1,2,2,1,1,2,,4,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,3,,,,1,,,,
R_00000000002525,2,1,2,1,1,2,2,1,1,2,,3,,,4,1,2,,,,,,1,,2,5,9,6,3,8,,,4,7,10,,,,,,,,,,,,,,,,,
R_00000000002526,1,,1,,,1,1,,,,,1,2,,3,,,2,11,12,9,4,,6,,,,,,,7,8,,,,5,1,3,10,,,,,,,,,,,,,
R_00000000002527,1,2,1,2,2,1,1,2,2,1,,2,1,4,3,,,,6,,4,2,9,,,,7,5,,,,8,,10,,3,11,12,1,,,,,,,,,,,,,
R_00000000002528,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002529,1,2,1,,2,1,1,2,1,2,,2,4,1,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002530,1,2,2,1,1,2,1,2,2,1,,2,4,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,1,,4,,,,
R_00000000002531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002532,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002533,1,2,1,2,1,2,1,2,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,1,,,,,
R_00000000002534,2,1,2,1,1,2,2,1,2,1,,,3,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000002535,1,2,1,2,2,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,,2,1,,,,,
R_00000000002536,1,2,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002537,2,1,1,2,1,2,2,1,,,,2,3,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,1,,2,,,,
R_00000000002538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002539,1,2,2,1,1,2,1,2,1,2,,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,3,,4,,2,,,,
R_00000000002540,2,1,1,2,1,2,1,2,1,2,,4,,2,,3,1,,,,,,,,,,,,,,,,,,,,,,,4,,3,1,2,,,,5,,,,
R_00000000002541,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
R_00000000002542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002543,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002544,1,2,1,2,2,1,1,2,2,1,,1,2,3,4,,,12,11,4,5,3,,6,,,,,,,8,7,,,,2,1,10,9,,,,,,,,,,,,,
R_00000000002545,2,1,1,2,1,2,1,2,1,2,,,1,2,,4,3,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,,5,,,,,1,2
R_00000000002546,2,1,2,1,1,2,1,2,1,2,,1,2,4,,3,,,,,,,,,,,,,,3,,,1,,2,,,,,,,,,,,,,,,,,
R_00000000002547,,1,,1,1,,,1,1,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,2,,3,,5,,4,,1,,,,
R_00000000002548,2,1,2,1,1,2,2,1,1,2,,,4,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,4,,1,,,,
R_00000000002549,2,1,2,1,1,2,2,1,1,2,,,4,,3,2,1,,,,,11,3,,4,6,8,2,10,5,,,7,1,9,,,12,,,,,,,,,,,,,,
R_00000000002550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,
R_00000000002551,1,,1,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
R_00000000002552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002553,2,1,2,1,1,2,2,1,1,2,,2,,,1,4,3,,,,,,,,,,,,,,,,,,,,,,,4,,2,,3,,1,,5,,,,
R_00000000002554,,,,,,,,,1,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002555,2,1,2,1,1,2,2,1,2,1,,3,4,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,
R_00000000002556,2,1,1,2,1,2,2,1,1,2,,1,,3,4,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002558,1,2,,,,1,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,
R_00000000002559,1,2,1,2,2,1,2,1,,1,,3,4,,,2,1,,,,,,,,,,,,,,,,,,,,,,,4,,1,5,,,,3,2,,,,
R_00000000002560,1,2,1,2,2,1,1,2,1,2,,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,,2,,3,,,,,
R_00000000002561,2,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
R_00000000002562,1,2,2,1,2,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,4,5,,1,,,,
R_00000000002563,2,1,2,1,1,2,2,1,1,2,,3,,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,4,,3,,2,,1,,5,,,,
R_00000000002564,,1,,1,1,,,1,1,,,,,,,2,1,,,,,,7,,,3,4,,6,5,,,1,2,,,,,,,,,,,,,,,,,,
R_00000000002565,,1,2,1,2,1,1,2,2,1,,4,1,,,2,3,,,,,,,,,,,,,,,,,,,,,,,4,3,,,2,5,,,1,,,,
R_00000000002566,,1,1,,1,,1,2,1,2,,,2,4,1,,3,,,,,,,,,,,,,,,,,,,,,,,5,,,3,2,,4,1,,,,,
R_00000000002567,1,,1,,,1,1,,,,,1,2,3,4,,,8,5,9,10,6,,12,,,,,,,4,7,,,,3,1,11,2,,,,,,,,,,,,,
R_00000000002568,1,2,1,2,1,2,2,1,1,2,,3,,2,4,,1,,,,,,,,,,,,,2,,,,1,,,,,3,,,,,,,,,,,,,
R_00000000002569,1,2,1,2,1,2,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,3,,,,,,
R_00000000002570,1,2,2,1,1,2,2,1,1,2,1,,,,,,,,,2,,,,1,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,
R_00000000002571,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002572,1,2,1,2,1,2,2,1,1,2,,,1,2,,4,3,,,,,,,4,,,,,,,,3,,,,1,2,,,,,,,,,,,,,,,
R_00000000002573,2,1,2,1,1,2,2,1,2,1,,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2,,5,,,,
R_00000000002574,1,,1,,1,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,
R_00000000002575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002576,1,,1,,,1,1,,,1,,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,,2,,,,,
R_00000000002577,2,1,2,1,1,2,2,1,1,2,,,,4,3,1,2,,,12,,,8,,10,5,3,4,1,2,,,7,9,6,,,11,,,,,,,,,,,,,,
R_00000000002578,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002579,1,2,1,2,1,2,1,2,2,1,,1,2,4,3,,,10,,4,,,,8,,6,11,12,3,2,,9,,,,7,5,,1,,,,,,,,,,,,,
R_00000000002580,1,2,1,2,1,2,1,2,1,2,,1,4,,3,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,3,,,5,,1,,,,
R_00000000002581,1,,1,,,1,1,,,,,,2,1,,,,11,3,6,10,1,,8,,,,,,,5,7,,,,4,2,9,,,,,,,,,,,,,,
R_00000000002582,1,2,1,2,2,1,1,2,2,1,,1,2,3,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
R_00000000002583,1,2,,,,,,,,,,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,1,,4,,,,,
R_00000000002584,1,2,1,2,,,,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000002586,2,1,2,1,1,2,2,1,1,2,,1,3,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000002587,1,2,1,2,2,1,1,2,2,1,,3,1,2,,4,,,,,,,,,,,,,,,,,,,,,,,,3,,,5,,4,1,,2,,,,
R_00000000002588,1,,1,,,1,1,,,,,,,,1,,,,,,,,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1
R_00000000002589,1,2,,,,,,,2,1,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
R_00000000002590,1,2,1,2,2,1,1,2,1,2,,1,2,4,3,,,1,8,3,5,12,,9,,,,,,,7,6,,,,10,11,2,4,,,,,,,,,,,,2,1
R_00000000002591,2,1,2,1,1,2,2,1,1,2,,,,,,2,1,,,,,,9,,10,7,1,8,6,2,,,4,5,3,,,,,,,,,,,,,,,,,
R_00000000002592,1,2,1,2,2,1,1,2,,,,4,3,2,1,,,,7,8,,,,3,,,,,,,6,2,,,,4,5,1,9,,,,,,,,,,,,2,1
R_00000000002593,2,1,2,1,1,2,2,1,1,2,,4,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,
R_00000000002594,2,1,2,1,1,2,2,1,1,2,,,,3,4,2,1,,,,12,,6,4,2,1,10,5,8,7,,,11,9,3,,,,,,,,,,,,,,,,,
